beta0,beta1,beta2,beta3
-0.005368359571120977,0.9579833864481271,-1.9877829025956937,-0.02718879495512279
-0.2602521771103282,1.0141959993295315,-2.021026459005868,0.16699201019387197
-0.037300469769005924,0.9742894528652974,-1.949553349521758,0.27090241439934243
0.10183135542389075,1.0025491184327702,-1.8085847349568942,0.02615381728738441
0.1391225928319303,0.8328034590978969,-1.7297884843068327,-0.02154593092031488
-0.030668045765922514,0.9264106215145415,-1.7728296441521183,0.16287725373754003
-0.021374144296257017,0.882061088196149,-1.9006849092842493,-0.02407108267778771
-0.07734876792725434,1.2366984046433054,-1.9397659603479493,0.16051799839660755
0.09790633054754477,0.8801161614109041,-2.2450373819485434,0.23879511673339726
-0.27487099053600583,1.0625930271512474,-1.9925232602731435,0.1805744878931474
-0.08665960767070852,0.8459054060355402,-1.8959808952744195,0.007261652489152122
0.00836160291435945,0.8417104238884161,-1.652825905933995,0.06449884406728652
-0.03597954643005603,0.9615694148781897,-2.145545833590436,0.15830259008448583
0.2514676054271416,1.1316999727914991,-1.8823838814487972,0.05436866113438552
0.16053898497350325,0.9401867281740963,-2.1943267838860034,0.10840664054444563
-0.1354871630967534,0.9452614706518927,-1.6773817696610192,0.0784926917102706
0.023531604120518773,0.8714987077551908,-2.157008998381711,0.048127081650317136
0.07694650274747773,0.9281517294503026,-1.9632514254251408,0.009212771896452086
-0.1528843326415084,0.8962892575552859,-1.7502263234733872,0.12172874504618912
0.11300593470998269,0.9576888639140434,-1.9333564664566878,0.09139926625518963
-0.10182226534757097,1.0628694700831218,-1.8452020920094447,0.01864174184458332
-0.0013565258117843157,0.9248403674721406,-1.8547952661390656,0.034530935146634946
0.06446893898000751,1.2258342670950397,-2.2279197430691764,0.36448318907817107
-0.19405630397684198,0.6559405557336496,-1.8003673984542297,0.03006931393763847
-0.06764861618881697,1.1016331118215448,-2.1852820324034563,0.2565230270664404
0.062284631045910206,0.9299707535766499,-1.8975389932282871,0.12191537766503618
-0.011406387816281265,0.856215090197257,-1.697483381060726,0.11264834273246423
0.13256075037317094,0.7929637961200182,-1.7822186234170467,0.1640443419610532
0.07237708087620362,0.9090634910465845,-1.9295626645819275,0.1665474120116282
-0.2442578947767505,1.0622420880249173,-2.0603970766011392,0.22313320639539175
-0.009485459767116948,0.8014655557190523,-1.5294052826034572,0.1941167689086236
0.11184774807935369,0.8461521538116289,-1.6143920509331324,0.136704650347064
-0.10755540527189944,0.8009655913376433,-2.058486993943617,0.02467083939050569
-0.09524278831034318,1.0174206019816021,-2.0899272431104667,-0.0631392682121316
0.14445513573222976,0.9282496380141704,-2.14895656192217,0.1373110762676773
0.043907929553859665,0.8757072062792923,-2.149065535293593,0.24007571003692718
0.18887517641014584,1.0827122091538168,-2.153264863287734,0.049746946117365014
-0.13676567039432566,0.8100520321997674,-1.7527877980987752,0.21524083598160515
-0.02132641343928109,0.9066950271096187,-1.926100220222022,0.05584605207192234
0.13795136270278155,0.8924510601423873,-1.9909525003972708,0.11833038375166245
-0.22785277494376113,1.1386951889549757,-1.7668902212013378,0.0033654123399221134
-0.11550311953617207,0.9746835297712445,-1.8892737892252975,0.25381137141378696
0.1428068590681522,0.9352780593025045,-1.9060614297690097,0.13760400483457816
0.17229665696490584,0.654539227611425,-1.7795232531418823,0.16768435712738786
0.035058190671049504,0.8536396239906546,-1.7888515030245997,0.3076197038510022
-0.05904266128756133,1.0498563526491003,-1.5981343076210166,-0.037534620170176634
-0.08340675017700769,0.8110908506692653,-1.6840859878975847,0.009035177554197712
0.22400583567442106,0.8528448359360387,-1.714118014768484,-0.035337389622318444
0.23067502757276934,1.0359565797264045,-1.7006662307375957,0.12298999242959976
0.11223845747361964,1.2654816980756334,-2.1491395965320153,-0.044345991968331076
0.1087806751937991,1.0174172055405002,-1.8305918815844744,0.023471948765173306
0.07987203034100313,0.8967388665854432,-1.7401795247096408,0.15559165691857121
0.002334164456343046,1.0145364318764265,-1.8892192786387418,0.18399178490685839
-0.022277738762420708,1.0113929496721603,-1.7282440356968518,0.06568053961777615
0.03627692916197094,0.9347440381572439,-2.2106150793312973,0.25269471957869205
-0.14584934595691174,0.8071484152464885,-1.803963664750928,0.19866495740923995
-0.020746287554789057,1.0005072499791385,-1.9335438906962363,0.3510742564674765
0.026513622412698203,0.8489740355751973,-1.9870410740817435,0.3068565024916058
0.006095183237144531,1.134455142097188,-1.9291056814172558,0.20323590793448884
-0.07755125240785185,0.8256409193444656,-1.5989742466422614,0.18602495799715085
0.13142863593630777,0.9474312341992391,-2.031281239284006,0.10582949988737139
0.04594410426600304,0.7579983841335692,-1.6125921113858692,-0.07848790746099195
-0.06590399031825618,1.0553069603433445,-2.0851877375480026,0.17627102638367123
0.029084920190396928,0.9415975218110428,-2.003220338263424,0.18032607266957468
-0.0813915287022105,0.7575322367573736,-1.848423860245883,0.2570690340536623
-0.03560643938976425,0.8994524479992267,-1.8865196252528558,0.09052874828602865
-0.04839705684851766,0.736000189506476,-1.8128633369984202,0.11595433424128332
-0.12629421072942643,0.6764754052077936,-2.1318719045648353,0.02040758375378303
0.1453609868366465,1.0658355259346077,-1.869952242265521,0.06162002983833222
0.12621003888509472,0.9723690288883021,-1.8640553293186681,0.15755542902265113
0.054020368110922944,0.8431776913105649,-1.492008608771072,-0.04502463239259202
0.09025210898118599,0.9844000202883229,-1.8356457699000246,0.0352355711789319
0.05319581315667985,1.1216050014122962,-2.115069605269137,0.217008905078682
0.03160336417182236,0.9666874816912335,-1.620873446591168,0.15590687467802647
0.04982640029098124,0.8986756119386811,-1.72927052301262,0.21447341940984171
0.05509286404864697,0.9179789474300468,-1.7300056456219333,-0.1046958443596726
-0.09308225009532317,0.9042314758042526,-1.9420391977737816,0.2702726994643401
-0.01799953292151255,0.8113639296525633,-1.8260547895938481,0.009064788615575739
0.02988229067279739,1.198686475744109,-1.9170102546589358,-0.02526562642405304
0.09860529080849552,0.8614984039506883,-1.5609797355688146,0.08730862950338776
0.06901008893839762,0.6655675999780601,-1.7467909548339304,0.28994772389737583
-0.0017840180186033236,0.8603772542381165,-1.7951530836222893,0.1930350953705476
-0.1553670584231946,0.844441809600482,-1.9403609739891217,0.15140164998886813
0.07098863577756495,1.004183197576492,-2.1556016872842116,-0.02225159552608213
-0.22344061151910402,0.9124471222181986,-2.110016603512298,0.08354624854358825
-0.03855001360846125,0.9538738946307073,-1.8910046279475803,0.3496552441328573
0.073793102882896,0.8006809219036689,-1.9207610026338446,0.03754881419334085
0.1770161669195992,0.8962452481406549,-1.9556862578943248,0.216950307009306
-0.15251777751230022,1.1610648608284762,-1.9076533284268258,0.023777010225678893
-0.05290039648099143,0.79274230547233,-1.5397274013809263,0.14305825868642202
-0.10310657661152481,0.9016164332679486,-2.157763828270978,0.30989774996790065
-0.30120933462436206,1.2706666673519762,-2.0964826934482113,0.10743799085377144
-0.14480251877303238,0.9101465240114053,-1.9728066909006183,0.08007555514461724
-0.21568773498572535,0.9062161440797394,-1.9416994241544,0.04319713446364176
0.1361850353116853,1.046958714146735,-2.11258283344914,0.02614330601097639
0.13249239255126488,0.9180392555991508,-1.9026128169518897,0.06588049673316111
-0.16891084887209937,0.7984781736262988,-1.7361827474107294,0.12333339127630133
0.004139500443295304,0.8307040239410873,-1.9418945674664259,-0.13969114596479726
0.10545479140204601,0.9684450068405956,-1.7711751339061133,-0.008387098848962259
-0.02750145696476069,0.9203286974523444,-1.720996334005694,0.02546497143312375
-0.0029801124125776557,0.8558127174253629,-2.0888554919207682,0.002751407214518307
0.06652511327502658,1.1215657235506309,-2.1237802637042216,0.07835375565304814
0.15948684079206002,0.7333930978833448,-1.7625738795535322,0.19723903848991142
-0.04279903931500073,1.0877784902182754,-1.9879301357847567,0.24302940234856646
-0.06157490216297781,1.0261225815973216,-2.0469623665632857,0.15810807966146412
-0.08980862824479381,1.1099491960723133,-1.6496873561788465,-0.14228834702378532
-0.14163367865934912,0.8954548249173069,-1.9373083537009061,0.16248728474151422
0.09518255978365735,1.0054496443625924,-1.7271507574481495,0.04087722741846248
0.04580520241099245,0.996574833456095,-1.6156257409212993,0.10381449785125632
-0.06000453086076537,0.860764326380956,-1.7396942659991168,0.05976608912760186
-0.08471561180647035,0.8648299300811686,-1.9016128013978508,0.22309920952312237
-0.09775862236308842,1.144963048800395,-1.8680091215282202,0.3651539237653837
0.008345055698489562,0.9784278211198347,-1.8322282936057945,0.06499331470030549
0.054689615195539006,1.1176155955837725,-1.970833968191814,0.17467226034108557
-0.1488020112224612,1.0623485001640416,-2.019018309637106,0.203745091476216
0.2518754613697919,0.8547977188416206,-1.853906024120462,0.22021866153483424
0.0920326358487871,1.0824358968252439,-2.0874615591422017,0.27124304470843946
-0.05729973090014752,0.7278493401125371,-1.5739498906815175,-0.06304572492792473
0.1384649244477899,1.06008232017324,-2.2676293499340567,0.014816434525919324
-0.0228128256180556,0.9163941079395143,-1.8540370464297475,0.048145757671474276
0.023583224817031352,0.8278146233570364,-1.6645149107772026,-0.03264863583999136
0.045467079182336265,1.0178803146860074,-2.1529981773784885,0.0007341540617441303
-0.024991723313601544,1.0950786766704104,-2.034116790825949,0.005053577357814521
0.032598918174344516,1.0158379371983841,-1.958152216284013,-0.08756965204436908
-0.06422918799428533,0.8776913928946025,-1.776439526315129,0.09495609604579579
0.10265728972015269,0.9793464327035681,-1.8689376078944246,0.20393108877264676
-0.05517163663746968,1.0611497890388961,-2.0845408265823147,0.1660006847511155
0.0726614966847564,1.1289994954024127,-1.9497059438637518,-0.002378114186681844
-0.22041368257684316,0.7051053703323814,-1.9164286520688385,0.25795476230545733
0.0571100257673916,0.7938499204597528,-1.922338972499929,-0.035312457475436765
-0.03626916979248079,0.8625878429929854,-1.8884202625002684,0.09716518495541511
-0.05282990869342511,0.8764361472529121,-1.7661155230097356,0.02363211455719551
-0.025501988543796834,1.1591608558562985,-1.9492919148522025,0.2725739113587721
0.1183884857759339,1.1702651484986324,-2.1287739389846103,0.2866027726937849
-0.04682451835262185,0.8891551712086868,-1.6414668793005223,0.20875086770903525
0.16126344257714226,0.7748214233802521,-1.807822122506569,-0.05161668393548336
-0.09717535553409311,0.8615299185025657,-2.2135515598549445,0.20524993673847186
0.1280147039705761,0.9322794843793795,-1.9810482983395201,0.10631094622768543
-0.15375689179491195,0.9400622468901269,-1.7802289179104085,0.14897155672894535
0.035735001683622786,1.0474723975721412,-2.1813877618319455,0.1402095926219218
0.05874210138688683,1.0461060724863795,-2.0740151966642597,0.30124640703183275
0.023259737150522132,1.1828192866830551,-1.6596531803704146,0.054937290902384674
0.1381178789613405,0.8532712154575929,-1.9537985704772605,0.17482980809444715
0.004958695491080662,0.8389138881726147,-1.6792542272444084,0.04890074966751328
0.0920034301753031,1.2078402644793877,-2.21733158758599,0.03537712537839285
-0.16110413833509288,0.9011637984616441,-1.7891710248370731,0.05592356265909559
0.07534709806187485,0.9021858619595581,-2.156778830981282,0.1407685702890341
-0.11622740313001267,0.9890640633549598,-2.038764966868539,0.28238216870695954
0.09422873904164768,0.9051355601560541,-1.9297215070759859,-0.044017594092681335
0.10570560887184033,0.9778024343188949,-1.9369529597852175,0.026659132406162866
0.10565131588971154,0.7814775216893545,-1.5936460313339396,-0.021802152042634335
-0.05229654215516243,1.0160431979701003,-1.7771556951338368,0.061223491680707204
-0.08303255077481454,1.0512701351251994,-2.1033837997433094,0.16651127685675132
-0.09094679330381801,0.9234414675261858,-2.1055082142413073,0.040276394893759546
0.09368658753486142,0.9837070931483503,-1.86535827083592,0.038136915583701796
-0.05489090780788409,0.9186326645377477,-1.946205202156909,-0.1485868369140284
0.14480917200595184,0.8489605649188497,-1.5701549825601948,-0.0895054547317776
-0.09793027438571845,0.943228160471703,-1.9861047103534697,0.20532185057980054
-0.11243525099951608,0.6558513164690193,-1.9225522147909824,0.16844256246484557
0.09217576845512053,0.9219829889235954,-1.8104581069831511,0.16374828709470757
-0.0934917692970299,1.1071033060214814,-1.8724968094792203,0.22612631284155463
0.1299019376947472,0.9341376136285585,-1.7047214121689203,0.00029979822687033073
-0.094981599390997,0.9140492381007854,-1.7101021812925223,0.14188804497742702
-0.07960244976301098,0.7566669511836702,-1.8174468338204297,0.20192392875114532
0.057386943516716304,0.8980231983973251,-1.99485433972184,-0.07987661415718054
0.010169935133389976,0.9332449178025273,-1.9012015618438107,0.30603693376635516
0.03511253045655648,0.9897893937818848,-2.041353269499134,0.12083200074650627
0.04184048145166736,1.052673419811463,-2.158500350725528,0.17445039038769014
0.08502115896942564,0.8916557617520515,-2.0827098061868443,0.23590245388439032
-0.035078335526161145,1.22883092000713,-2.083079603595616,0.19525517041199547
-0.04637215807765354,1.0005447368021119,-1.8315824505503808,-0.029801924193258368
-0.055979331551107125,0.9536825080403398,-1.771824514583251,0.14055774614310937
0.15041559105762298,0.7445099626763134,-1.7818063921765577,0.19399329712532515
0.01197549661597306,0.9875084250813323,-1.8200587864773623,0.09071603544827347
-0.16401573450172197,0.840999862664084,-1.7535622510633888,0.02544039508812377
-0.2426167214904582,1.1134404400601707,-2.1070503376264873,0.1017413286865335
0.07287213143980323,0.8651509051424864,-1.6053903106530467,-0.12018681841212578
-0.016491011546757417,0.9232562402923312,-1.9158251121819696,0.13275194398690504
0.11106933674665415,0.8064445588487407,-1.714961394472127,0.1916623996813077
0.14097286013306667,1.098725115416087,-1.9553980866571865,0.17542324238648593
-0.07497215553873532,0.8703030353453217,-1.4386300972121762,0.11596085063998902
0.07066939578476478,0.9793355003515855,-1.7361471131925708,-0.007728787118759889
0.0007579027811556595,0.9056352209613362,-1.7508840247296693,-0.052900866551246505
0.03499712151175245,1.016685314146739,-2.009722395863969,0.25656078492901035
0.022742695246575746,0.705195965694177,-1.8647449166741945,0.19487233066718337
-0.15746732545406986,1.0024249469039497,-1.8979714571581792,0.22922959455728953
0.0710185535502376,0.7372698915468876,-1.7120902183529918,-0.07635896046633892
-0.04314863075958012,0.970518888072262,-1.5509719119635579,0.03093512179472087
0.011925690182563165,0.8865889514839754,-1.9701218193404246,-0.05337939531850551
0.25094091964496035,1.037531262763159,-2.070360443648021,0.1292236957133204
-0.0770322900035553,0.9572848280821089,-1.8007841060655883,0.13334783228407493
0.10202294862602077,1.059009759777197,-1.8239266885924856,0.18423121064885847
-0.012019738607802428,0.9578897302499526,-1.509911624397261,0.1863972206938508
-0.05129406884983881,0.8175052029948222,-2.127094902370495,0.2142450130000439
0.025991764317944206,0.8294651912592553,-1.771434168383261,0.09706477577463439
-0.17982684258690396,1.095303368173851,-2.060890698619731,0.21244841886178142
-0.014033808202735615,0.856457069857323,-1.7853076036524502,0.05256400846553689
0.09027237878899866,1.1002331407004402,-1.9232015695048064,0.18665904134975025
0.05371403785892383,1.1584791458771109,-1.970843130973342,0.173035904215289
0.01725243293179444,0.7453604177011635,-1.8747289365167865,0.20535203605995292
0.09864674633650079,1.0513867108932184,-1.9178707050101391,0.03323534912614483
-0.054799127569016254,0.8723139860477799,-2.24122788093228,0.03608794317320857
0.11168532297326858,0.7734285703963845,-1.6460637842020676,-0.07100636047241315
-0.06568327185780254,0.8033190622003561,-1.9469636598429794,-0.06833505260451796
-0.14971839031376252,0.9311721123817519,-2.148122891127758,0.1828632629062736
0.1074367238322744,0.7148076097876241,-1.6257055643986638,-0.010989292585070963
0.016411380319377014,1.0201629546994462,-1.8524785820641347,0.09650253742981871
-0.09704221919843314,0.9799478618197994,-1.765359697331368,0.20335810198645046
-0.06015719891740311,1.1077215905736952,-1.9564050073649362,0.039723750901068715
-0.11403942868571414,1.1913963345145866,-2.4355946886497932,0.1582721891738916
-0.08667461459526964,0.8374903984902586,-1.7638381596557775,-0.05142100030461427
-0.049213522466743514,0.9393213716463236,-1.9712373126812546,0.12131858508246623
-0.07468741288086278,0.9557875081713675,-2.326476342274627,0.2026906162386722
0.030138192590310385,0.9128187007685592,-1.9513807061946735,-0.16036547776430346
0.1505608591288017,0.953543509205599,-1.861090605853653,0.21767179312895563
0.046990091381191486,1.0601259441320567,-1.9439198226772403,0.1727853402269905
0.020288095218561005,0.802759358737878,-1.8573540940092172,0.07613534133417808
-0.1042091784001299,1.0121940775785645,-1.8155474714378668,0.11426606323432982
-0.07379753246501516,0.8861852471225579,-1.637456103106661,-0.23626342329412695
-0.017395513827105493,0.905609481752637,-2.0145319678528826,-0.03408840551192358
0.05882002806086961,0.8930422128236244,-1.844694785676226,-0.08417390114731763
-0.12846444300436027,0.8576403211029946,-1.6157340759805152,0.08814260915467795
0.18263049999698686,1.0203131125292653,-2.294842222531344,0.09902390651117622
0.0812366151226122,1.019472651452128,-1.7940203173888543,0.11045233747445142
0.17453172507273512,1.0127332914083653,-1.8406125347036946,-0.07340370874252715
-0.05809358855148097,0.872955013643657,-1.8236031557631716,0.08834949521356758
-0.20209097527544304,0.8645066534908239,-1.9365715782883473,-0.06609567489811559
0.11151499992060278,1.1197035448511021,-1.5879426756615553,0.1239561560935519
-0.08198798513674312,0.9315119836676835,-1.986611687517006,0.09898454047907672
-0.0691919214319226,0.9098127700132246,-1.9789203757356737,0.11576202572936374
0.004827571105815813,0.9472495382125481,-1.943031250346654,0.032492400629937516
0.13129021883138686,1.0440804989257053,-1.952017685842422,0.28140895278936195
0.18835076555899077,0.9926572750855709,-1.8371421319522223,-0.02617347629261229
-0.04181472458402268,0.8045358787235968,-1.408775228601484,0.01388904861643896
0.07927904020561645,0.7804726317570925,-1.6068602381988961,0.07214622509530368
0.10172246032105473,1.140749993215497,-1.9900368927522356,0.01685841607659659
0.0550548729837002,0.9016097981036761,-1.9366895277911689,0.05800726645863595
-0.2273495279519323,0.8394525639341115,-1.5533792508624609,0.014881462479003706
0.09960343327811587,0.8417746371199842,-1.58239931085191,0.16228188357895892
0.2309977526023523,0.910933623242035,-1.8866252906068992,0.1547197505272053
-0.015804227092010775,0.6785677310775612,-1.874134078995362,0.0035138985278660123
-0.054679918297527004,1.0599688789584323,-1.7115872850849396,0.1351267222126855
-0.19257241735518835,0.8248289932558093,-2.115577160713012,-0.09035539733609244
-0.04933467061196932,0.9826067992085651,-1.8746424288567767,0.06371736225621302
0.005405488836659325,1.1466838885644752,-2.161305548850852,0.19861617655003674
0.17483913850491484,0.8578412579080806,-1.612111512666694,0.0254739079659796
0.19586203432597787,0.8071516683901336,-1.880289450790381,0.1412146038672377
-0.013761131573498848,1.1172139901807485,-1.7585664423285632,0.15855976292061066
0.08520813109178166,1.0210683254877746,-2.0333788037554776,0.19123942123908372
-0.03362884639978946,0.974198481875912,-1.9054503024441274,-0.06947566646634774
0.15633754545911907,1.114986690284266,-1.8477572731505059,0.08505818450732192
0.07834808032649937,1.0650464696455813,-1.8654966417274217,0.13439450886444407
0.045024648446795656,1.1477862934480036,-1.731685232675954,0.21043414845782385
0.026838007928284124,0.9184856684281649,-1.979518188397243,0.02784215516295851
-0.010230913646165813,0.977544378220291,-2.027471370437758,0.17168819491870632
0.11068721910712301,0.8919734913689978,-2.014768450657525,0.17236603175408796
0.10426856652080388,0.8403788754190455,-1.9219772798374917,0.21085270416023705
0.16144343601089509,0.9293387114554227,-1.8096428833238791,0.1508510852244273
-0.07457409276674126,1.0604082260770666,-2.208418649075274,-0.028412325791759164
-0.01597144840100997,1.2706057507325406,-2.144836161747672,0.40270383945159743
-0.002121114369528136,1.0735969406324428,-1.5742743613397925,0.00327295745856155
0.18375430784553995,0.941494107349794,-1.8187763553459235,0.090357951335212
0.043367968773801044,0.9682381201116707,-1.8330510951646084,0.06342723889767274
0.04242298881736515,0.7568347509146474,-2.005067910541322,0.160709094688058
0.030110342620833473,0.8005061338556819,-1.7522675608839182,0.06043693929054186
-0.05934162959653646,0.9829897849252315,-2.138692107791394,0.14132962947315275
0.10922896583845142,1.0282986466269668,-1.9245977508068348,-0.12778299851095684
-0.12832407548630198,0.8519403090927201,-1.5906492389322124,-0.0361622313404139
0.1428709573264724,0.9385175832275037,-2.1968902875063336,0.039512716778435625
-0.1096996606648181,1.0691829634680419,-2.0359971738057285,0.2731834173501017
-0.22924807033727357,0.8953840731459628,-1.7977925837505622,0.17159653061554112
-0.006628324382822089,0.8369004868256029,-1.9316538622532107,0.18155766336199636
0.03361108345906946,0.8144162705463215,-1.8357564737157845,-0.02555873739264339
-0.14652902587188732,1.1583584361199648,-1.9579798997015099,0.0788239570816818
-0.1027418926243143,1.0375494958824274,-2.1228650207458855,0.16252924060868426
-0.022651191500585564,0.9102097607815789,-1.9552210922994882,0.10479043338324842
-0.16672769644161692,1.0765391555532222,-1.8943505377338736,0.1198268113695071
-0.18183671473419413,0.7678915049336106,-1.7311761989569125,0.08788491421544971
-0.12641177879122684,1.1285863445195101,-1.8400417908544704,0.14405636553982687
-0.14669422476932484,1.025821620903114,-1.8400027510462016,-0.05635641270581651
-0.03428810209314296,0.8292879596750975,-1.5327603162272792,0.03725265896355628
0.04444761969306992,1.0220323698804763,-2.02520840151507,0.028243020011593154
0.07859951076086527,0.8385693722929576,-1.972314092668226,-0.0076193530810191295
0.13756054314356428,1.0517476516484638,-1.7593492463891305,0.10870591678089658
-0.00027229459607195814,0.9688706317842314,-1.9810383884097333,0.14004523036677816
-0.04208470472340239,1.0999310673450133,-1.8611490158346118,0.05009323585050377
-0.05550355437381554,0.7978346808956565,-1.6225358602582967,0.1595799976886462
-0.18418241525439868,1.2711383442496167,-2.1177116116329024,0.09323505349571164
0.005731714344297843,0.9830517346072516,-1.6971846010934066,0.22244616229986086
0.1323918049779251,0.8399898872526715,-1.8152719938467183,0.07667317880734384
0.022228760013201586,1.0978815460938653,-1.9829543382387944,0.15563336552795018
0.14234088960013824,1.16479236444096,-1.819271345438831,0.1714401850779943
0.24399986761334858,0.914118504555083,-1.8304929850866052,-0.14172077869216232
0.12474889820712981,0.8885278302866254,-1.6463495784372426,0.034750851940415925
-0.013526976223764033,1.0213196592610585,-1.991676151526992,0.07137691795521166
0.08370568923220291,0.8301395943220086,-1.8532719577850962,0.3079871960073744
0.17283779766871044,0.8625332569241106,-1.5866139877791308,0.0970747165984929
-0.06011909144945764,1.003826363017502,-1.61297991812249,-0.004327576543492267
0.03689788547943677,0.7093566622362866,-1.7974738023205,0.22152341561287683
0.07364941904858899,0.9164731544454133,-1.8128146014206015,0.2035994908824411
0.2150961797910414,0.8054788064385509,-1.856027187110257,0.1368586599908732
0.05100982635845245,0.9793485537802024,-1.79263540309755,0.0597251214590145
0.046456007360898145,0.8794824228380635,-2.104241722359079,0.2843152165453164
0.11026220383666754,0.9539982133451795,-1.7792081883432984,0.0905008320259655
-0.16779038297235419,0.8391367679750656,-1.6933217517358403,0.08903132996596806
0.04297177404981138,0.9620587433783039,-2.38943123723874,0.09230852831000892
0.05055815309334612,0.9403043941257397,-1.824894385812197,-0.017594671281325622
0.003893097742040414,0.982687813924513,-1.7591838518269072,0.1645008996061317
0.12565890646163344,0.8940037838321085,-1.846893092776369,0.009749838852997995
0.00012705988874781436,0.912680300813545,-1.7271044827206377,0.09351084803855378
-0.04794252644100505,1.1051843205246936,-1.9576783977017769,0.07807303586060697
-0.18005574496842616,0.8811656315888674,-1.7255792212330465,0.1573751722510604
0.026592710715141545,0.8611960861482968,-1.9221049275038673,0.22251971979599364
0.17958610998228175,0.8252631378010732,-1.686902239271412,0.19385534299808835
0.09685424418718917,0.8851605492704915,-2.1423537418817657,0.05768815575413634
-0.1085065036450696,0.8975006393505327,-1.8518224753633807,0.16491393519039219
-0.29968201605926037,0.9901120170372676,-1.9265942678642445,0.16423928813370822
0.16067765713811333,0.973072552491397,-1.9276036398040493,0.31046392695279157
0.06670987244510002,0.9039152666848719,-1.7529485382655494,0.34002869024574117
-0.02275923094622476,1.046216354038572,-1.8982747560834636,-0.020943946496450205
0.01961298052885855,0.8800242826789837,-1.776817983006334,-0.042224227254653746
0.07678635594693128,0.7816327097714149,-1.995211867055849,0.01025354507668738
-0.055427458632838905,0.8722227465934648,-1.857006189560927,0.13746161770464574
-0.01119889012448759,0.9066757671462804,-1.9664955196462763,0.10231467366156287
0.061017867250012445,0.9243967131507811,-1.7135902486834504,0.044758367830709064
-0.10683014736203754,1.1283439505815167,-1.7659386037437876,0.061803562035550166
-0.18974611483387702,1.095922402351038,-2.0707764477678205,-0.0027555194270793425
-0.07501466115362744,0.8839851353262625,-1.9984111832083522,0.04796102165518265
-0.09153560467456642,0.6566609279046027,-1.8020892215729623,0.10559524429571204
0.03567377305062608,1.13293127036048,-1.9577633330112687,-0.017288598753370226
-0.25972410381241123,0.8129231672050632,-1.790110241426107,-0.015169661558528495
0.12238997644533951,0.7297770852291929,-1.8581653531289937,0.20200467122469137
-0.026412885700200804,0.7980697485480123,-1.6891931049867925,0.13518735960615452
-0.01048667806944936,1.1399293259117953,-1.8211644727489773,-0.0887357573010868
-0.0975901302908566,0.8580361601511902,-1.6235314249498187,0.05412097477721743
-0.06420233779968498,1.0050209499547766,-1.9521679904463,0.1316089161593773
0.026744347528162984,1.0288638290756964,-1.6989885760553798,0.18181168904017866
0.0027273888700742837,1.0500035887561474,-2.0924868811299167,-0.04885711560101372
0.1423246845256421,0.9031090244281136,-1.6873089266134924,-0.03110601981890046
-0.07758858042709839,0.8061726444285525,-1.659999939266896,0.10676884867673439
-0.08717904528150873,0.964775546626734,-1.690363520421849,0.18832998024169031
-0.11916839075738943,0.9910146353429486,-2.0206842089256365,0.061887285225191414
0.1585596224872437,0.7043986461516367,-1.7461383755717284,0.052426095981276434
0.18209838720849,0.7398833131721909,-2.1386933974009326,0.10535659712111708
0.17310146521004424,0.7131415622503596,-1.917198310424306,0.2511099600572177
0.03161447479811536,0.8496989715003249,-1.8712275467783073,0.21234922144869156
0.0884850680482259,0.8602993411776775,-2.184954232153872,0.10652357166191648
-0.025217456921721067,0.9380263131314359,-1.952541432167246,0.07686082070357839
-0.10416616888036072,1.098513809995585,-1.9021120038078818,0.09203349938161758
-0.0038533301586956624,1.063476075005175,-2.0339596581770065,0.02276110562315741
0.08164322490277909,0.9111626009533125,-1.994131437909176,0.18568110443748087
-0.18340621933392354,0.6495508069237973,-1.813854908957836,-0.16599708078316755
0.08282389043236814,0.7778911310311286,-1.5213389942641085,0.21938409749407697
6.436213867055546e-05,0.7418740542218218,-1.708955129291006,0.27019895890452456
0.07674336970047882,1.0098106168192265,-1.737997927006722,0.21239823795592333
0.023700007699459763,1.0553277184444225,-1.9688720183975454,0.23853562907100825
0.049014327089213425,0.9457913402790534,-1.8960292112003367,0.1750579921546852
-0.022193267443330146,0.97243967540657,-1.8406367823571488,0.24181637290459992
0.03785900454919284,0.979931457065274,-1.9328852386476354,0.05312048641061112
0.0591800316370355,1.0377849133055717,-1.7060387262514416,-0.009371314326335096
0.15362287519730003,0.8671283831003537,-1.8199424433132054,-0.055148309479139755
0.05927291980236549,1.069979285682915,-1.983643523747732,0.13230093316273325
0.021703151723263397,0.710709818109798,-2.006698809318518,0.25587489389768536
-0.03970404382030902,0.9677321757335049,-2.0932726234974743,0.311135446130101
-0.16685445835258897,1.028738589923416,-1.6713906024780363,0.10843572349056765
0.01996821992125757,0.9808863644244742,-2.105222054689013,0.07331575295734932
-0.017192154714620107,0.7163783511872591,-1.4759601727609626,0.08733194913691522
-0.001820806446541854,1.1327612917177348,-1.838476997920573,0.21786762558099543
0.2707420010687072,0.9798920119591694,-1.9120603776604221,0.21200450964321796
0.13135319822811203,0.8928577463163682,-1.9421771671885157,0.0413420226330238
0.0546725806526081,0.8490954607418135,-1.8937333797058777,0.25586117149424137
0.10979062955761605,0.8435287724824382,-1.7494258849281816,0.14712807502998815
-0.2216653112314907,1.0592827133378944,-2.097627497392997,-0.03727240801216072
